FISCAL_YEAR,SYSTEM_CODE,LOCATION_CODE,LOCATION_NAME,BEDS_NUMBER,MANAGED_BY_NAME,LOCATION_TYPE_DESCRIPTION,LOCATION_CATEGORY_DESCRIPTION,GRADES_TEXT,GRADES_FINAL_TEXT,OPEN_DATE,STATUS_DESCRIPTIONS,PRIMARY_BUILDING_CODE,PRIMARY_ADDRESS_LINE_1,STATE_CODE,X_COORDINATE,Y_COORDINATE,LONGITUDE,LATITUDE,COMMUNITY_DISTRICT,COUNCIL_DISTRICT,CENSUS_TRACT,BOROUGH_BLOCK_LOT,NTA,NTA_NAME,PRINCIPAL_NAME,PRINCIPAL_TITLE,PRINCIPAL_PHONE_NUMBER,FAX_NUMBER,GEOGRAPHICAL_DISTRICT_CODE,ADMIN_DISTRICT_LOCATION_CODE,ADMINISTRATIVE_DISTRICT_NAME,COMMUNITY_SCHOOL_SUP_NAME,FIELD_SUPPORT_CENTER_NAME,FIELD_SUPPORT_CENTER_LEADER_NAME,SCHOOL_SUPPORT_TEAM_NAME,SCHOOL_SUPPORT_TEAM_LEADER_NAME,HIGHSCHOOL_NETWORK_LOCATION_CODE,HIGHSCHOOL_NETWORK_NAME,HIGHSCHOOL_NETWORK_SUPERINTENDENT,New Georeferenced Column
2019,310400861061,M337,New York Center for Autism Charter School,310400861061,Charter,Special Education,Ungraded,"0K,01,02,03,04,05,07,08,09,10,11,12,SE","0K,01,02,03,04,05,06,07,08,09,10,11,12",2005-07-01T00:00:00.000,Open,M050,433 EAST 100 STREET,NY,1000611,225483,40.785559,-73.940919,111,8,16200,1016940001,MN33,East Harlem South,Julie Fisher/Jessica Seeman,Principal,212-860-2580,212-860-2960,4,,OFFICE OF CHARTER SCHOOLS,,,,,,,,,POINT (40.785559 -73.94091900000001)
2019,310300011494,M494,High School of Arts and Technology,310300011494,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2001-07-01T00:00:00.000,Open,M490,122 AMSTERDAM AVENUE,NY,988236,221591,40.774891,-73.985608,107,6,15100,1011570025,MN14,Lincoln Square,MARIELA GRAHAM,Principal,212-501-1198,917-441-3693,3,HS03,,,Affinity Group,,School Support Team 4- Affinity Group,,HS03,HS Network 03 Superintendent Office,"WALSH, FRED",POINT (40.774891 -73.985608)
2019,321000010118,X118,J.H.S. 118 William W. Niles,321000010118,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",1939-07-01T00:00:00.000,Open,X118,577 EAST 179 STREET,NY,1013996,248501,40.848702,-73.892482,206,15,37504,2030690001,BX17,East Tremont,GIULIA COX,Principal,718-584-2330,718-584-7763,10,X810,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",Field Support Center - Bronx,"SAFFER, NANCY",School Support Team 3- Bronx,,,,,POINT (40.848702 -73.892482)
2019,321000011351,X351,Bronx Collaborative High School,321000011351,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2013-07-01T00:00:00.000,Open,X440,100 WEST MOSHOLU PARKWAY SOUTH,NY,1014942,259890,40.879958,-73.889011,207,11,40900,2032510201,BX28,Van Cortlandt Village,Brett Schneider,I.A. Principal,718-543-1023,718-543-1029,10,HS12,,,Affinity Group,,School Support Team 5- Affinity Group,,HS12,H.S. Network 12 Superintendent Office,"PELLES, KATHY",POINT (40.879958 -73.889011)
2019,310200011600,M600,The High School of Fashion Industries,310200011600,DOE,Career Technical,High school,"09,10,11,12,SE","09,10,11,12",1940-07-01T00:00:00.000,Open,M600,225 WEST  24 STREET,NY,985260,210947,40.745677,-73.996354,104,3,9100,1007740019,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,Daryl Blank,Principal,212-255-1235,212-255-4756,2,HS04,,,Field Support Center - Manhattan,"CHU, YUET",School Support Team 1- Manhattan,,HS04,HS Network 04 Superintendent Office,"ORLEN, VIVIAN",POINT (40.745677 -73.996354)
2019,320900010000,X809,District 9 Superintendent Office,320900010000,DOE,General Academic,Community School District,,,1999-07-01T00:00:00.000,Open,X132,1245 WASHINGTON AVENUE,NY,1009949,242475,40.832175,-73.907133,203,16,14500,2023900001,BX01,Claremont-Bathgate,"RODRIGUEZ-ROSARIO, LETICIA",CSD Superintendent,718-579-7143,,9,,THE CHANCELLOR'S DISTRICT 85,,,,,,,,,POINT (40.832175 -73.907133)
2019,310100010000,M801,District 1 Superintendent Office,310100010000,DOE,General Academic,Community School District,,,1999-07-01T00:00:00.000,Open,M020,166 ESSEX STREET,NY,988044,202068,40.721305,-73.986312,103,1,3001,1003550001,MN27,Chinatown,"CHAN, CARRY",CSD Superintendent,212-353-2948,,1,,THE CHANCELLOR'S DISTRICT 85,,,,,,,,,POINT (40.721305 -73.986312)
2019,321000860904,X347,International Leadership Charter High School,321000860904,Charter,General Academic,High school,"09,10,11,12","09,10,11,12",2006-07-01T00:00:00.000,Open,XBAA,3030 Riverdale Avenue,NY,1009150,260209,40.880853,-73.909955,208,11,28900,0,BX29,Spuyten Duyvil-Kingsbridge,Elaine Ruiz Lopez,PRINCIPAL,718-562-2300,347-245-6466,10,,OFFICE OF CHARTER SCHOOLS,,,,,,,,,POINT (40.880853 -73.909955)
2019,320700010179,X179,P.S. 179,320700010179,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",2001-07-01T00:00:00.000,Open,X040,468 EAST 140 STREET,NY,1006459,234057,40.80908,-73.919773,201,8,3900,2022840034,BX39,Mott Haven-Port Morris,SHERRY FONT WILLIAMS,Principal,718-292-2237,718-292-3623,7,X807,COMMUNITY SCHOOL DISTRICT 07,"ALVAREZ, RAFAEL",Field Support Center - Bronx,"SAFFER, NANCY",School Support Team 6- Bronx,,,,,POINT (40.80908 -73.919773)
2019,310300011541,M541,Manhattan / Hunter Science High School,310300011541,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2003-07-01T00:00:00.000,Open,M490,122 AMSTERDAM AVENUE,NY,988236,221591,40.774891,-73.985608,107,6,15100,1011570025,MN14,Lincoln Square,Kevin Froner,Principal,212-501-1235,212-501-1171,3,HS03,,,Affinity Group,,School Support Team 1- Affinity Group,,HS03,HS Network 03 Superintendent Office,"WALSH, FRED",POINT (40.774891 -73.985608)
2019,320700861070,X472,Family Life Academy Charter School III,320700861070,Charter,General Academic,Elementary,"0K,01,02,03,04","0K,01,02,03,04,05",2014-07-01T00:00:00.000,Open,XBAV,370 Gerard Avenue,NY,1003640,236665,40.816245,-73.929949,201,8,6300,2023440110,BX63,West Concourse,Andrea Hernandez,PRINCIPAL,718-410-8100,,7,,OFFICE OF CHARTER SCHOOLS,,,,,,,,,POINT (40.816245 -73.929949)
2019,321000010037,X037,P.S. X037 - Multiple Intelligence School,321000010037,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",1994-07-01T00:00:00.000,Open,X037,360 WEST 230 STREET,NY,1008117,259145,40.877935,-73.913694,208,11,29302,2057160725,BX29,Spuyten Duyvil-Kingsbridge,KENNETH PETRICCIONE,Principal,718-796-0360,718-796-0054,10,X810,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",Field Support Center - Bronx,"SAFFER, NANCY",School Support Team 3- Bronx,,,,,POINT (40.877935 -73.913694)
2019,310200010290,M290,P.S. 290 Manhattan New School,310200010290,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",1999-07-01T00:00:00.000,Open,M190,311 EAST  82 STREET,NY,997329,221700,40.775181,-73.952777,108,5,13800,1015450005,MN32,Yorkville,Doreen Esposito,Principal,212-734-7127,212-772-8879,2,M802,COMMUNITY SCHOOL DISTRICT 02,"CHUMNEY, DONALDA",Field Support Center - Manhattan,"CHU, YUET",School Support Team 4- Manhattan,,,,,POINT (40.775181 -73.952777)
2019,300000010008,C101,Office Of Intergovernment Affairs,300000010008,DOE,General Academic,Central-HQ-Citywide,,,1999-07-01T00:00:00.000,Open,M860,52 CHAMBERS STREET,NY,982563,199047,40.713014,-74.006085,101,1,3100,1001220001,MN24,SoHo-TriBeCa-Civic Center-Little Italy,,,,,2,,OFF. OF INTERGOVERNMENTAL AFFAIRS,,,,,,,,,POINT (40.713014 -74.006085)
2019,320900010313,X313,I.S. 313 School of Leadership Development,320900010313,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",1999-07-01T00:00:00.000,Open,X147,1600 WEBSTER AVENUE,NY,1010715,245522,40.840536,-73.904353,203,16,16700,2028970005,BX01,Claremont-Bathgate,EARL BRATHWAITE,Principal,718-583-1736,718-299-5559,9,X809,COMMUNITY SCHOOL DISTRICT 09,"RODRIGUEZ-ROSARIO, LETICIA",Field Support Center - Bronx,"SAFFER, NANCY",School Support Team 8- Bronx,,,,,POINT (40.840536 -73.904353)
2019,320800011376,X376,Antonia Pantoja Preparatory Academy: A College Boa,320800011376,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",2007-07-01T00:00:00.000,Open,X450,1980 LAFAYETTE AVENUE,NY,1024125,238502,40.821218,-73.85593,209,18,1600,2036040039,BX09,Soundview-Castle Hill-Clason Point-Harding Park,Nalini Singh,Principal,718-824-3152,718-824-3543,8,X808,COMMUNITY SCHOOL DISTRICT 08,"TOBIA, ERIKA",Field Support Center - Bronx,"SAFFER, NANCY",School Support Team 7- Bronx,,,,,POINT (40.821218 -73.85593)
2019,310200011475,M475,Stuyvesant High School,310200011475,DOE,General Academic,High school,"09,10,11,12","09,10,11,12",1996-06-05T00:00:00.000,Open,M477,345 CHAMBERS STREET,NY,980391,200873,40.718025,-74.013921,101,1,31703,1000160215,MN25,Battery Park City-Lower Manhattan,Eric Contreras,Principal,212-312-4800,212-587-3874,2,HS04,,,Field Support Center - Manhattan,"CHU, YUET",School Support Team 1- Manhattan,,HS04,HS Network 04 Superintendent Office,"ORLEN, VIVIAN",POINT (40.718025000000004 -74.013921)
2019,307500011079,M079,P.S. M079 - Horan School,307500011079,DOE,Special Education,Secondary School,"06,07,08,09,10,11,12,SE","07,08,09,10,11,12,SE",1963-07-01T00:00:00.000,Open,M079,55 EAST 120 STREET,NY,1000305,231672,40.802547,-73.942009,111,9,19800,1017470001,MN34,East Harlem North,GREER PHILLIPS,Principal,212-369-3134,212-996-8307,5,DA75,CITYWIDE SPECIAL EDUCATION,"LOUISSAINT, KETLER",D75 CITYWIDE FSC,Tillman Roberto,Children First Network 755,,,,,POINT (40.802547 -73.942009)
2019,320800010014,X014,P.S. X014 Senator John Calandra,320800010014,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",1928-07-01T00:00:00.000,Open,X014,3047 BRUCKNER BOULEVARD,NY,1032322,243654,40.835318,-73.826277,210,13,18400,2053130092,BX52,Schuylerville-Throgs Neck-Edgewater Park,Ira Schulman,Principal,718-822-5341,718-239-6386,8,X808,COMMUNITY SCHOOL DISTRICT 08,"TOBIA, ERIKA",Field Support Center - Bronx,"SAFFER, NANCY",School Support Team 7- Bronx,,,,,POINT (40.835318 -73.82627700000002)
2019,310600860966,M478,Inwood Academy for Leadership Charter School,310600860966,Charter,General Academic,Secondary School,"05,06,07,08,09,10,11,12","05,06,07,08,09,10,11,12",2010-06-01T00:00:00.000,Open,MBDK,108 COOPER STREET,NY,1006144,255823,40.868831,-73.920841,112,10,30300,0,MN01,Marble Hill-Inwood,Christina Reyes/Mary Hackett,PRINCIPAL,646-665-5570,646-665-5599,6,,OFFICE OF CHARTER SCHOOLS,,,,,,,,,POINT (40.868831 -73.920841)
2019,320900010232,X232,I.S. 232,320900010232,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",2000-07-01T00:00:00.000,Open,X082,1700 MACOMBS ROAD,NY,1007706,248754,40.849416,-73.915217,205,14,21502,2028660070,BX36,University Heights-Morris Heights,Desiree Resto,Principal,718-583-7007,718-583-4864,9,X809,COMMUNITY SCHOOL DISTRICT 09,"RODRIGUEZ-ROSARIO, LETICIA",Field Support Center - Bronx,"SAFFER, NANCY",School Support Team 8- Bronx,,,,,POINT (40.849416 -73.915217)
2019,320900011404,X404,School for Excellence,320900011404,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2001-07-01T00:00:00.000,Open,X400,1110 BOSTON ROAD,NY,1010840,240756,40.827455,-73.90392,203,16,13500,2026340001,BX35,Morrisania-Melrose,JEFFREY HOUSTON,Principal,718-860-1385,718-860-4882,9,HS09,,,Field Support Center - Bronx,"SAFFER, NANCY",School Support Team 2- Bronx,,HS09,HS Network 09 Superintendent Office,"ALCOFF, MICHAEL",POINT (40.827455 -73.90392)
2019,307500011721,M721,P.S. M721 - Manhattan Occupational Training Center,307500011721,DOE,Special Education,Secondary School,"06,07,08,09,10,11,12,SE","09,10,11,12,SE",1990-12-04T00:00:00.000,Open,M641,250 WEST HOUSTON STREET,NY,982544,204890,40.729052,-74.006155,102,3,6700,1005810054,MN23,West Village,SHOLOM FRIED,Principal,212-675-7926,212-255-3227,2,DA75,CITYWIDE SPECIAL EDUCATION,"LOUISSAINT, KETLER",D75 CITYWIDE FSC,Tillman Roberto,Children First Network 755,,,,,POINT (40.729052 -74.006155)
2019,310600010319,M319,M.S. 319 - Maria Teresa,310600010319,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",2004-09-08T00:00:00.000,Open,M090,21 JUMEL PLACE,NY,1002010,245005,40.839139,-73.935815,112,10,24900,1021120058,MN36,Washington Heights South,YSIDRO ABREU,Principal,212-923-3827,212-740-8012,6,M806,COMMUNITY SCHOOL DISTRICT 06,"RAMIREZ, MANUEL",Field Support Center - Manhattan,"CHU, YUET",School Support Team 7- Manhattan,,,,,POINT (40.839139 -73.935815)
2019,310600011467,M467,High School for Law and Public Service,310600011467,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",1999-05-11T00:00:00.000,Open,M465,549 AUDUBON AVENUE,NY,1004704,251344,40.856532,-73.92606,112,10,27700,1021600018,MN35,Washington Heights North,NICHOLAS POLITIS,Principal,212-342-6130,212-342-6116,6,M806,COMMUNITY SCHOOL DISTRICT 06,"RAMIREZ, MANUEL",Field Support Center - Manhattan,"CHU, YUET",School Support Team 2- Manhattan,,,,,POINT (40.856532 -73.92606)
2019,321000010051,X051,P.S. 051 Bronx New School,321000010051,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05","0K,01,02,03,04,05",1992-05-05T00:00:00.000,Open,X781,695 EAST 182ND STREET,NY,1015610,249277,40.850674,-73.886997,206,15,39100,2030840001,BX06,Belmont,Min Hong,Principal,718-733-0347,718-733-5142,10,X810,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",Field Support Center - Bronx,"SAFFER, NANCY",School Support Team 3- Bronx,,,,,POINT (40.850674 -73.886997)
2019,310500860864,M284,Harlem Children's Zone Promise Academy 1 Charter S,310500860864,Charter,General Academic,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12","0K,01,02,03,04,05,06,07,08,09,10,11,12",2004-09-08T00:00:00.000,Open,M908,245 West 129th Street,NY,998600,235286,40.811882,-73.947317,110,9,22400,1019330020,MN03,Central Harlem North-Polo Grounds,Achil Petit/Joseph Cordero,Principal,212-360-3232,212-280-2960,5,,OFFICE OF CHARTER SCHOOLS,,,,,,,,,POINT (40.811882 -73.947317)
2019,310400010155,M155,P.S. 155 William Paca,310400010155,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1961-07-01T00:00:00.000,Open,M155,319 EAST 117 STREET,NY,1001999,229837,40.797507,-73.935895,111,8,18800,1016890005,MN34,East Harlem North,MARCIA SULIT,Principal,212-860-5885,212-860-5856,4,M804,COMMUNITY SCHOOL DISTRICT 04,"ESTRELLA, ALEXANDRA",Field Support Center - Manhattan,"CHU, YUET",School Support Team 6- Manhattan,,,,,POINT (40.797507 -73.935895)
2019,320900011543,X543,High School for Violin and Dance,320900011543,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2003-07-01T00:00:00.000,Open,X400,1110 BOSTON ROAD,NY,1010840,240756,40.827455,-73.90392,203,16,13500,2026340001,BX35,Morrisania-Melrose,Franklin Sim,Principal,718-842-0687,718-589-9849,9,HS09,,,Field Support Center - Bronx,"SAFFER, NANCY",School Support Team 2- Bronx,,HS09,HS Network 09 Superintendent Office,"ALCOFF, MICHAEL",POINT (40.827455 -73.90392)
2019,320700860981,X493,Success Academy Charter School - Bronx 1,320700860981,Charter,General Academic,K-8,"0K,01,02,03,04,05,06,SE","0K,01,02,03,04,05,06,07,08",2010-06-01T00:00:00.000,Open,X183,339 MORRIS AVENUE,NY,1004735,235732,40.813681,-73.925995,201,8,5100,2023330070,BX39,Mott Haven-Port Morris,Elizabeth Vandlik,PRINCIPAL,347-286-7950,347-479-1192,7,,OFFICE OF CHARTER SCHOOLS,,,,,,,,,POINT (40.813681 -73.925995)
2019,310100011539,M539,"New Explorations into Science, Technology and Math",310100011539,DOE,General Academic,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE","0K,01,02,03,04,05,06,07,08,09,10,11,12",2000-07-01T00:00:00.000,Open,M022,111 COLUMBIA STREET,NY,989910,201380,40.719416,-73.979581,103,2,2201,1003350001,MN28,Lower East Side,MARK BERKOWITZ,Principal,212-677-5190,212-260-8124,1,HS04,,,Field Support Center - Manhattan,"CHU, YUET",School Support Team 1- Manhattan,,HS04,HS Network 04 Superintendent Office,"ORLEN, VIVIAN",POINT (40.719416 -73.979581)
2019,320900010443,X443,The Family School,320900010443,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",2009-07-01T00:00:00.000,Open,X090,1116 SHERIDAN AVENUE,NY,1007073,242362,40.831873,-73.917526,204,16,18102,2024560100,BX14,East Concourse-Concourse Village,ROWENA PENN,Principal,718-538-3266,718-538-3364,9,X809,COMMUNITY SCHOOL DISTRICT 09,"RODRIGUEZ-ROSARIO, LETICIA",Field Support Center - Bronx,"SAFFER, NANCY",School Support Team 8- Bronx,,,,,POINT (40.831873 -73.917526)
2019,310200011565,M565,Urban Academy Laboratory High School,310200011565,DOE,Transfer School,High school,"09,10,11,12","09,10,11,12",1999-07-01T00:00:00.000,Open,M480,317 EAST  67 STREET,NY,995392,218222,40.765638,-73.959777,108,5,11800,1014420001,MN31,Lenox Hill-Roosevelt Island,Adam Grumbach,Principal,212-570-5284,212-570-5366,2,HS10,,,Affinity Group,,School Support Team 5- Affinity Group,,HS10,HS Network 10 Superintendent Office,"ROTONDO, PAUL",POINT (40.765638 -73.959777)
2019,310200011305,M305,"Urban Assembly Academy of Government and Law, The",310200011305,DOE,General Academic,High school,"09,10,11,12","09,10,11,12",2005-07-01T00:00:00.000,Open,M445,350 GRAND STREET,NY,987208,200619,40.717329,-73.989329,103,1,1800,1004080030,MN27,Chinatown,Alison Breedy,Principal,212-505-0745,212-674-8021,2,HS03,,,Affinity Group,,School Support Team 4- Affinity Group,,HS03,HS Network 03 Superintendent Office,"WALSH, FRED",POINT (40.717329 -73.989329)
2019,310600011348,M348,Washington Heights Expeditionary Learning School,310600011348,DOE,General Academic,K-12 all grades,"PK,0K,01,02,03,04,06,07,08,09,10,11,12,SE","PK,0K,01,02,03,04,05,06,07,08,09,10,11,12",2006-07-01T00:00:00.000,Open,M143,511 WEST 182ND STREET,NY,1003342,248712,40.849311,-73.930991,112,10,26900,1021550035,MN35,Washington Heights North,Thomas Rochowicz,Principal,212-781-0524,212-781-0742,6,HS12,,,Affinity Group,,School Support Team 5- Affinity Group,,HS12,H.S. Network 12 Superintendent Office,"PELLES, KATHY",POINT (40.849311 -73.930991)
2019,310300011415,M415,Wadleigh Secondary School for the Performing & Vis,310300011415,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",1996-06-05T00:00:00.000,Open,M088,215 WEST 114 STREET,NY,996943,231693,40.80261,-73.954152,110,9,21800,1018300019,MN11,Central Harlem South,Kyleema Norman,Principal,212-749-5800,212-749-6463,3,HS07,,,Field Support Center - Manhattan,"CHU, YUET",School Support Team 5- Manhattan,,HS07,HS Network 07 Superintendent Office,"CINTRON, RICHARD",POINT (40.80261 -73.954152)
2019,310500860883,M336,KIPP Infinity Charter School,310500860883,Charter,General Academic,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12","0K,01,02,03,04,05,06,07,08,09,10,11,12",2005-07-01T00:00:00.000,Open,M195,625 WEST 133 STREET,NY,996203,237953,40.819793,-73.956814,109,7,22302,1020010005,MN06,Manhattanville,Daisy Salazar/Carlos Capellan,PRINCIPAL,212-991-2600,212-234-8396,5,,OFFICE OF CHARTER SCHOOLS,,,,,,,,,POINT (40.819793 -73.956814)
2019,310600010152,M152,P.S. 152 Dyckman Valley,310600010152,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1928-07-01T00:00:00.000,Open,M152,93 NAGLE AVENUE,NY,1004283,252536,40.859804,-73.927578,112,10,28300,1021730001,MN35,Washington Heights North,JULIA PIETRI,Principal,212-567-5456,212-942-6319,6,M806,COMMUNITY SCHOOL DISTRICT 06,"RAMIREZ, MANUEL",Field Support Center - Manhattan,"CHU, YUET",School Support Team 7- Manhattan,,,,,POINT (40.859804 -73.927578)
2019,310200011542,M542,Manhattan Bridges High School,310200011542,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2003-07-01T00:00:00.000,Open,M535,525 WEST  50TH STREET,NY,986272,218160,40.765474,-73.9927,104,3,13500,1010790029,MN15,Clinton,George Lock,Principal,212-757-5274,646-557-3926,2,HS07,,,Affinity Group,,School Support Team 3- Affinity Group,,HS07,HS Network 07 Superintendent Office,"CINTRON, RICHARD",POINT (40.765474 -73.9927)
2019,300000010610,M602,Region 10,300000010610,DOE,General Academic,Region-Division,,,2003-05-01T00:00:00.000,Open,M048,4360-78 BROADWAY,NY,1002611,250126,40.853193,-73.933629,112,10,27100,1021670029,MN35,Washington Heights North,,,917-521-3700,,6,,ABSENCE TEACHER RESERVE,,,,,,,,,POINT (40.853193 -73.933629)
2019,321000010226,X226,P.S. 226,321000010226,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04",1999-07-01T00:00:00.000,Open,X826,1950 SEDGWICK AVENUE,NY,1007466,251088,40.855822,-73.916076,205,14,24900,2032220100,BX36,University Heights-Morris Heights,GLORIA DARDEN,Principal,929-452-3090,929-452-3095,10,X810,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",Field Support Center - Bronx,"SAFFER, NANCY",School Support Team 3- Bronx,,,,,POINT (40.855822 -73.916076)
2019,321000010209,X209,P.S. 209,321000010209,DOE,General Academic,Early Childhood,"PK,0K,01,02,SE","PK,0K,01,02",1993-07-01T00:00:00.000,Open,X209,313 EAST 183RD STREET,NY,1012567,251462,40.856834,-73.897635,205,15,38301,2031460075,BX40,Fordham South,ANN KEEGAN,Principal,718-364-0085,718-364-9548,10,X810,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",Field Support Center - Bronx,"SAFFER, NANCY",School Support Team 3- Bronx,,,,,POINT (40.856834 -73.897635)
2019,310200010116,M116,P.S. 116 Mary Lindley Murray,310200010116,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",1926-07-01T00:00:00.000,Open,M116,210 EAST  33 STREET,NY,990372,210523,40.744511,-73.977906,106,2,7000,1009130007,MN20,Murray Hill-Kips Bay,JANE HSU,Principal,212-685-4366,212-696-1009,2,M802,COMMUNITY SCHOOL DISTRICT 02,"CHUMNEY, DONALDA",Field Support Center - Manhattan,"CHU, YUET",School Support Team 4- Manhattan,,,,,POINT (40.744511 -73.977906)
2019,321000010280,X280,P.S./M.S. 280 Mosholu Parkway,321000010280,DOE,General Academic,K-8,"0K,01,02,03,04,05,06,07,08,SE","0K,01,02,03,04,05,06,07,08",1988-06-10T00:00:00.000,Open,X080,3202 STEUBEN AVENUE,NY,1017091,258749,40.876819,-73.881245,207,11,41900,2033360035,BX43,Norwood,JAMES WEEKS,Principal,718-405-6360,718-405-6329,10,X810,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",Field Support Center - Bronx,"SAFFER, NANCY",School Support Team 4- Bronx,,,,,POINT (40.876819 -73.881245)
2019,310600860929,M430,The Equity Project Charter School (TEP),310600860929,Charter,General Academic,K-8,"0K,01,02,05,06,07,08","0K,01,02,03,04,05,06,07,08",2009-07-01T00:00:00.000,Open,M965,549 AUDOBON AVENUE,NY,1004704,251344,40.856532,-73.92606,112,10,27700,1021600018,MN35,Washington Heights North,Zeke Vanderhoek,PRINCIPAL,646-254-6451,212-202-3584,6,,OFFICE OF CHARTER SCHOOLS,,,,,,,,,POINT (40.856532 -73.92606)
2019,310500010125,M125,P.S. 125 Ralph Bunche,310500010125,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",1925-07-01T00:00:00.000,Open,M125,425 WEST 123 STREET,NY,996507,234674,40.810793,-73.955722,109,7,20901,1019640012,MN09,Morningside Heights,Reginald Higgins,Principal,212-666-6400,212-749-1291,5,M805,COMMUNITY SCHOOL DISTRICT 05,"RUX, DANIKA",Field Support Center - Manhattan,"CHU, YUET",School Support Team 5- Manhattan,,,,,POINT (40.810793 -73.955722)
2019,310100010361,M361,The Children's Workshop School,310100010361,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1999-07-01T00:00:00.000,Open,M061,610 EAST  12 STREET,NY,990277,204339,40.727537,-73.978254,103,2,2800,1003940012,MN28,Lower East Side,MARIA VELEZ CLARKE,Principal,212-614-9531,212-614-9462,1,M801,COMMUNITY SCHOOL DISTRICT 01,"CHAN, CARRY",Field Support Center - Manhattan,"CHU, YUET",School Support Team 3- Manhattan,,,,,POINT (40.727537 -73.978254)
2019,321000010310,X310,P.S. 310 Marble Hill,321000010310,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",1996-09-16T00:00:00.000,Open,X122,260 W KINGSBRIDGE RD,NY,1010372,257159,40.872477,-73.905547,207,14,26900,2032390041,BX30,Kingsbridge Heights,ELIZABETH CARDONA,Principal,718-796-9434,718-796-9528,10,X810,COMMUNITY SCHOOL DISTRICT 10,"HULLA, MARIBEL",Field Support Center - Bronx,"SAFFER, NANCY",School Support Team 3- Bronx,,,,,POINT (40.872477 -73.905547)
2019,320800010562,X562,Blueprint Middle School,320800010562,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",2012-07-01T00:00:00.000,Open,X125,1111 PUGSLEY AVENUE,NY,1023580,241392,40.829153,-73.857882,209,18,4001,2037900040,BX55,Soundview-Bruckner,TYNEKA HARRINGTON,Principal,718-822-2780,718-822-2279,8,X808,COMMUNITY SCHOOL DISTRICT 08,"TOBIA, ERIKA",Field Support Center - Bronx,"SAFFER, NANCY",School Support Team 7- Bronx,,,,,POINT (40.829153000000005 -73.857882)
2019,320900010311,X311,Lucero Elementary School,320900010311,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",2013-07-01T00:00:00.000,Open,X064,1425 WALTON AVENUE,NY,1007526,245469,40.8404,-73.915879,204,16,22300,2028430040,BX63,West Concourse,Kattia Cuba,Principal,718-681-8701,718-681-8707,9,X809,COMMUNITY SCHOOL DISTRICT 09,"RODRIGUEZ-ROSARIO, LETICIA",Field Support Center - Bronx,"SAFFER, NANCY",School Support Team 8- Bronx,,,,,POINT (40.8404 -73.915879)
